2457561.53674 18.587 0.053 5.84 766.0
2457562.54857 18.518 0.038 5.47 517.0
2457566.75674 18.505 0.033 6.22 316.0
2457567.69979 18.445 0.025 4.70 340.0
2457568.68530 18.533 0.027 5.46 227.0
2457569.71576 18.468 0.025 5.07 285.0
2457570.77521 18.571 0.031 5.92 304.0
2457576.48605 18.595 0.034 5.85 329.0
2457581.71556 18.625 0.027 4.83 339.0
2457590.68878 18.464 0.029 4.92 445.0
2457596.47855 18.647 0.026 4.56 313.0
2457603.63646 18.537 0.023 4.75 201.0
2457605.54856 18.576 0.025 4.83 213.0
2457607.73600 18.675 0.036 6.40 238.0
2457610.54042 18.659 0.038 6.37 286.0
2457612.73185 18.718 0.044 5.58 459.0
2457618.58657 18.639 0.039 4.67 523.0
2457622.68855 18.619 0.029 4.35 340.0
2457625.61580 18.702 0.033 5.36 279.0
2457631.66286 18.763 0.033 5.31 275.0
2457636.60008 18.837 0.056 7.67 298.0
2457644.52133 18.617 0.055 6.81 545.0
2457650.50555 18.747 0.031 5.29 273.0
2457651.52089 18.661 0.039 5.95 373.0
2457651.56323 18.720 0.039 5.45 437.0
2457652.50810 18.729 0.032 5.29 279.0
2457653.50748 18.720 0.031 5.10 293.0
2457654.49125 18.763 0.047 6.71 367.0
2457654.51212 18.741 0.046 6.74 357.0
2457655.50890 18.653 0.033 6.00 295.0
2457656.51497 18.682 0.039 5.78 343.0
2457656.58804 18.680 0.044 6.75 361.0
2457657.56108 18.677 0.037 5.80 362.0
2457659.52251 18.774 0.047 6.42 372.0
2457659.59150 18.810 0.045 5.92 405.0
2457660.50922 18.719 0.051 6.92 391.0
2457661.51084 18.803 0.048 6.74 346.0
2457662.51154 18.903 0.061 6.91 421.0
2457664.50964 18.650 0.051 7.38 426.0
2457664.57663 18.886 0.069 7.14 535.0
2457665.52137 18.773 0.052 6.76 500.0
2457666.51190 18.878 0.056 6.74 414.0
2457667.54118 18.739 0.050 5.94 563.0
2457671.49823 18.730 0.051 6.58 536.0
2457672.49967 18.821 0.052 6.77 450.0
2457673.50604 18.747 0.054 5.28 802.0
2457675.50485 18.745 0.057 6.47 574.0
2457682.50189 18.782 0.050 5.98 555.0
2457683.50095 18.708 0.051 6.51 504.0

